iter	RMSE
150	368388.6778
151	367965.4748
152	367599.7835
153	367274.3398
154	367110.4681
155	367037.3388
156	367024.4435
157	366851.4406
158	366340.7092
159	366071.4402
160	365729.6556
161	365324.8769
162	365101.8824
163	364951.2287
164	364622.2501
165	364433.8587
166	364332.7204
167	364167.0739
168	364062.6993
169	363970.5947
170	363759.6622
171	363616.6243
172	363422.5448
173	363357.5805
174	363247.5642
175	362886.5319
176	362546.4029
177	362317.6845
178	361928.4681
179	361863.2625
180	361473.203
181	360881.4738
182	360601.5972
183	360270.6811
184	359902.4919
185	359409.4061
186	359268.6771
187	359109.9588
188	358572.1012
189	358266.9629
190	358265.0285
191	358080.8429
192	357861.4471
193	357756.5586
194	357373.9261
195	357119.4753
196	356880.8309
197	356782.0465
198	356325.072
199	356220.6224
200	355986.8174
201	355638.6299
202	355517.4926
203	355379.6918
204	355236.5744
205	354945.8825
206	354675.8603
207	354604.2414
208	354533.0613
209	354376.2966
210	354268.9128
211	354094.6589
212	353957.3535
213	353763.3613
214	353622.1276
215	353439.2386
216	353198.7005
217	353101.6803
218	352926.4901
219	352840.3347
220	352741.4457
221	352521.483
222	352275.3225
223	351950.1423
224	351774.0777
225	351713.0565
226	351602.3018
227	351378.0435
228	351172.5216
229	351136.9746
230	350844.7269
231	350696.0863
232	350546.6383
233	350458.569
234	350220.2747
235	350166.3852
236	350021.4039
237	349810.6064
238	349622.4714
239	349409.6766
240	349253.5855
241	348894.1647
242	348691.3174
243	348580.0397
244	348422.793
245	348319.1591
246	348183.0516
247	348026.2655
248	347750.6552
249	347593.3171
250	347438.9549
251	347310.8004
252	347140.8398
253	347026.6973
254	346832.6356
255	346470.2485
256	346419.6743
257	346252.822
258	346126.4943
259	345999.2104
260	345636.4571
261	345558.9246
262	345406.1641
263	345267.895
264	345176.9488
265	344963.2687
266	344868.3806
267	344744.1585
268	344441.8379
269	344379.1305
270	344245.846
271	344151.2812
272	344058.9961
273	343934.6497
274	343855.9653
275	343481.8018
276	343416.4266
277	343326.1879
278	343230.5906
279	343107.9423
280	343028.9466
281	342995.4515
282	342946.1
283	342838.8243
284	342710.329
285	342593.1531
286	342490.0791
287	342418.7751
288	342381.4052
289	342236.5017
290	342050.315
291	341984.2165
292	341903.4375
293	341733.3651
294	341597.5796
295	341530.0337
296	341318.4288
297	341124.9751
298	341019.6826
299	340972.2216
300	340934.2295
301	340915.5567
302	340608.9811
303	340488.8808
304	340449.5505
305	340414.5463
306	340258.1338
307	340197.8831
308	340163.9723
309	340015.8749
310	339873.3259
311	339808.4741
312	339657.2653
313	339460.8571
314	339266.4743
315	339017.9619
316	338988.6301
317	338931.3203
318	338864.8235
319	338818.3165
320	338748.7572
321	338708.2017
322	338571.3453
323	338488.5798
324	338316.1958
325	338043.1282
326	337884.4444
327	337701.975
328	337676.1244
329	337552.5534
330	337492.3351
331	337351.3558
332	337173.4187
333	337083.2875
334	337045.242
335	336768.3536
336	336717.2144
337	336532.9626
338	336472.3141
339	336329.3736
340	336292.3761
341	336255.4189
342	336194.7714
343	336162.3969
344	335975.1486
345	335948.2053
346	335906.645
347	335848.2457
348	335698.3755
349	335311.0388
350	335108.3605
351	335070.0361
352	335040.905
353	335014.7584
354	334934.1083
355	334906.1607
356	334756.2845
357	334668.8018
358	334636.0474
359	334556.6012
360	334507.3235
361	334475.0117
362	334432.7247
363	334403.3495
364	334214.9503
365	334056.9362
366	333902.3063
367	333869.787
368	333839.1393
369	333746.3126
370	333668.3082
371	333594.4295
372	333443.5079
373	333136.5035
374	333065.616
375	332938.8804
376	332816.4096
377	332785.5059
378	332676.8426
379	332613.1893
380	332484.4087
381	332454.4903
382	332337.9475
383	332086.1664
384	331997.1776
385	331878.3235
386	331813.7907
387	331746.8872
388	331682.7297
389	331638.8434
390	331612.6271
391	331540.1676
392	331476.6284
393	331430.8625
394	331173.8554
395	331119.4872
396	331055.9934
397	330953.9395
398	330843.4147
399	330753.2773
400	330745.7179
401	330678.8104
402	330572.6918
403	330520.3102
404	330469.6413
405	330403.4094
406	330366.7562
407	330329.4276
408	330258.8608
409	330048.4476
410	330019.5819
411	330001.2576
412	329960.4492
413	329922.9242
414	329866.5169
415	329849.8124
416	329756.1316
417	329731.6909
418	329687.4599
419	329584.1721
420	329522.7821
421	329514.0582
422	329503.19
423	329368.28
424	329172.551
425	329115.1175
426	329100.402
427	329037.1576
428	328986.1698
429	328893.9713
430	328707.4474
431	328686.128
432	328569.5934
433	328549.7854
434	328419.6761
435	328314.3942
436	328163.041
437	327935.1508
438	327880.1347
439	327806.5735
440	327611.6108
441	327542.5773
442	327502.4103
443	327319.1569
444	327287.8896
445	327223.2885
446	327110.253
447	327036.7638
448	326982.9904
449	326958.8719
450	326933.2018
451	326912.2226
452	326844.2153
453	326608.638
454	326571.0111
455	326481.2246
456	326242.7122
457	326182.0171
458	326068.4913
459	326038.3015
460	325945.5785
461	325858.3892
462	325805.26
463	325737.0064
464	325723.1426
465	325688.8731
466	325643.7168
467	325549.845
468	325516.2831
469	325441.2209
470	325368.5456
471	325314.7929
472	325249.736
473	325183.5859
474	325116.859
475	325062.0964
476	324933.6389
477	324915.9504
478	324868.2014
479	324861.5607
480	324811.8169
481	324770.9619
482	324713.2903
483	324663.6443
484	324641.4129
485	324632.5061
486	324610.851
487	324580.7922
488	324532.0822
489	324510.8465
490	324506.926
491	324317.4316
492	324255.3218
493	324240.3121
494	324167.5404
495	324078.745
496	324071.0046
497	323990.6073
498	323937.6125
499	323925.0973
500	323908.6496
501	323890.7251
502	323803.5885
503	323720.0335
504	323662.0732
505	323596.1227
506	323470.3766
507	323456.8796
508	323428.2244
509	323380.2232
510	323354.3447
511	323339.9679
512	323295.4745
513	323251.6388
514	323199.8252
515	323134.1228
516	323101.5817
517	323054.8064
518	323014.3542
519	322972.5837
520	322896.6825
521	322797.062
522	322777.4153
523	322753.62
524	322740.8019
525	322698.1824
526	322657.1059
527	322608.3945
528	322576.2456
529	322541.9473
530	322499.8408
531	322477.2172
532	322399.0793
533	322257.3877
534	322196.7412
535	322122.4899
536	322094.1145
537	322026.5557
538	321981.9474
539	321965.6646
540	321884.1503
541	321767.8888
542	321668.7089
543	321641.0781
544	321602.1093
545	321541.157
546	321459.1373
547	321401.3374
548	321357.453
549	321273.1381
550	321234.7253
551	321200.719
552	321158.2603
553	321121.8038
554	321109.1991
555	321086.0479
556	320961.5072
557	320874.505
558	320829.3128
559	320768.6026
560	320749.2749
561	320604.7068
562	320507.9092
563	320465.7284
564	320407.0302
565	320370.7535
566	320307.0061
567	320286.4586
568	320180.9197
569	320163.7675
570	320089.3264
571	320046.2759
572	319988.7928
573	319927.4766
574	319893.8807
575	319840.4425
576	319816.1574
577	319707.6976
578	319485.9583
579	319459.9507
580	319414.955
581	319363.5944
582	319326.5908
583	319284.0858
584	319258.6614
585	319187.1964
586	319043.1161
587	318955.2764
588	318884.6938
589	318811.9901
590	318774.8926
591	318675.5419
592	318467.4557
593	318456.9201
594	318455.4628
595	318405.872
596	318382.1343
597	318353.3254
598	318239.1338
599	318187.8194
600	318131.3827
601	318115.3433
602	318046.9798
603	317969.2298
604	317890.0536
605	317843.042
606	317787.9921
607	317781.203
608	317748.349
609	317716.7264
610	317705.4483
611	317666.3019
612	317641.6999
613	317624.9454
614	317577.7508
615	317559.0905
616	317463.1582
617	317430.6148
618	317358.9693
619	317343.3948
620	317296.1263
621	317223.9718
622	317184.5826
623	317141.3215
624	317022.1679
625	317004.7071
626	316957.2592
627	316904.4174
628	316841.9574
629	316759.4094
630	316656.0436
631	316643.1328
632	316624.5733
633	316611.7515
634	316565.5118
635	316530.3217
636	316489.6661
637	316413.2561
638	316406.7496
639	316370.2608
640	316327.1503
641	316214.9972
642	316068.2457
643	315983.7751
644	315941.6369
645	315916.7235
646	315787.6965
647	315770.8378
648	315721.773
649	315647.7048
650	315570.3559
651	315501.4529
652	315466.5818
653	315415.6615
654	315350.3207
655	315331.3623
656	315285.169
657	315282.6322
658	315224.1802
659	315208.195
660	315183.3979
661	315172.6596
662	315111.6183
663	315064.6081
664	315047.7953
665	315012.5531
666	314997.007
667	314978.5761
668	314944.1095
669	314885.6606
670	314840.2082
671	314817.2567
672	314789.2188
673	314725.5752
674	314699.1616
675	314669.0537
676	314620.8249
677	314599.4818
678	314569.9932
679	314556.8169
680	314472.9594
681	314399.3197
682	314374.5612
683	314370.2021
684	314343.0242
685	314322.2381
686	314293.3698
687	314252.7165
688	314240.2082
689	314232.4568
690	314214.4171
691	314165.8661
692	314148.6979
693	314146.8647
694	314074.6273
695	314033.3561
696	314015.2499
697	313980.1146
698	313964.1548
699	313942.1912
700	313882.6662
701	313838.5288
702	313778.8771
703	313766.6543
704	313719.9497
705	313716.0274
706	313707.8005
707	313695.1444
708	313689.4936
709	313623.8883
710	313569.3983
711	313539.2135
712	313407.5171
713	313379.2689
714	313359.9863
715	313282.7742
716	313229.4426
717	313220.2329
718	313200.2102
719	313183.6817
720	313123.8278
721	313093.8144
722	313069.7135
723	313057.9814
724	313027.7397
725	312977.1831
726	312946.7594
727	312912.3476
728	312813.1466
729	312795.6322
730	312731.7426
731	312687.8079
732	312649.8909
733	312555.8408
734	312498.6141
735	312479.7238
736	312456.3862
737	312400.886
738	312310.9694
739	312268.7395
740	312179.7647
741	312144.6482
742	312140.63
743	312092.9969
744	312050.2051
745	312024.727
746	311950.1892
747	311887.515
748	311872.0854
749	311812.9843
750	311795.2504
751	311751.0408
752	311732.831
753	311678.5007
754	311662.9883
755	311567.9115
756	311455.5348
757	311450.3731
758	311442.1193
759	311384.7051
760	311363.4868
761	311320.3641
762	311308.7002
763	311192.7733
764	311183.8765
765	311037.744
766	310992.0817
767	310968.2109
768	310931.1593
769	310917.1779
770	310907.3355
771	310859.3097
772	310827.0464
773	310808.5165
774	310781.2077
775	310771.5006
776	310711.6163
777	310689.0288
778	310654.9551
779	310635.1348
780	310566.3179
781	310546.8829
782	310512.4424
783	310394.9712
784	310340.2446
785	310278.7062
786	310268.3235
787	310251.5006
788	310223.5036
789	310099.3297
790	310061.3425
791	310031.3852
792	309959.6908
793	309930.5736
794	309859.3942
795	309844.9334
796	309791.5203
797	309752.0294
798	309667.169
799	309646.4723
800	309617.6943
801	309598.5595
802	309572.7608
803	309526.8586
804	309506.9776
805	309456.3323
806	309343.7294
807	309311.171
808	309302.6493
809	309183.4012
810	309097.013
811	309084.7877
812	309039.3905
813	308998.9039
814	308997.6379
815	308959.4871
816	308902.4705
817	308785.0093
818	308752.9767
819	308727.4523
820	308715.1388
821	308707.371
822	308657.9611
823	308603.1183
824	308531.2578
825	308453.2842
826	308377.1805
827	308342.5273
828	308329.0349
829	308278.6817
830	308223.5747
831	308204.7423
832	308165.6003
833	308155.9175
834	308150.6117
835	308146.6155
836	308076.6252
837	308058.0473
838	307997.7059
839	307968.696
840	307938.1033
841	307881.1513
842	307806.2048
843	307791.4634
844	307771.7509
845	307720.6627
846	307716.7161
847	307694.3519
848	307673.4143
849	307637.9431
850	307615.9883
851	307548.2688
852	307529.3864
853	307481.9464
854	307434.5037
855	307422.3385
856	307400.2739
857	307392.1887
858	307347.278
859	307319.8289
860	307244.0258
861	307205.1283
862	307190.8509
863	307160.9838
864	307136.5494
865	307089.7325
866	307051.3075
867	306988.4443
868	306966.2682
869	306959.9818
870	306929.9714
871	306907.9994
872	306888.0778
873	306806.0199
874	306748.3356
875	306714.5567
876	306678.4143
877	306656.5735
878	306624.8542
879	306568.8962
880	306506
881	306488.0329
882	306448.5576
883	306388.9462
884	306369.1198
885	306349.018
886	306331.4506
887	306325.4346
888	306305.7122
889	306295.3617
890	306235.7891
891	306202.4642
892	306163.0068
893	306103.4181
894	306071.1557
895	306047.7108
896	306030.48
897	306005.1784
898	305975.9508
899	305917.8314
900	305849.4763
901	305831.8373
902	305812.5431
903	305787.7746
904	305719.7996
905	305703.3929
906	305696.2858
907	305686.8
908	305683.0105
909	305627.7913
910	305601.2006
911	305547.7129
912	305518.4866
913	305511.4673
914	305439.0049
915	305426.0291
916	305384.1917
917	305354.6068
918	305346.0429
919	305321.9693
920	305297.7742
921	305224.0866
922	305208.7725
923	305172.5335
924	305112.842
925	305049.4436
926	304972.7662
927	304945.7168
928	304935.558
929	304908.9789
930	304868.1143
931	304795.5768
932	304737.7308
933	304715.8927
934	304690.4489
935	304658.5551
936	304611.1945
937	304602.9682
938	304587.1231
939	304542.8771
940	304514.7385
941	304468.0575
942	304458.7467
943	304421.3003
944	304391.262
945	304380.1209
946	304348.5433
947	304306.2794
948	304268.4654
949	304249.2402
950	304167.067
951	304131.9306
952	304125.2145
953	304096.5503
954	304038.3531
955	303990.8937
956	303946.7339
957	303903.8193
958	303900.6373
959	303877.2993
960	303836.896
961	303789.4628
962	303726.2047
963	303714.7334
964	303705.0657
965	303645.1692
966	303622.8953
967	303552.7958
968	303486.3418
969	303431.2496
970	303423.0013
971	303393.9987
972	303362.2251
973	303312.5482
974	303295.0058
975	303288.4389
976	303188.854
977	303147.3096
978	303141.9783
979	303129.9827
980	303115.7835
981	303089.7666
982	303082.0683
983	303079.1675
984	303036.8794
985	303021.524
986	302928.8445
987	302901.8454
988	302824.1707
989	302786.3513
990	302691.9702
991	302674.1085
992	302643.3396
993	302626.1882
994	302570.0174
995	302558.8855
996	302542.5215
997	302514.0631
998	302471.5353
999	302388.6604
